Date,101 HK,1038 HK,11 HK,12 HK,16 HK,17 HK,19 HK,2 HK,2388 HK,267 HK,293 HK,3 HK,330 HK,4 HK,494 HK,5 HK,551 HK,6 HK,66 HK,762 HK,8 HK,83 HK,883 HK,941 HK,992 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1898 HK,1299 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,2018 HK,175 HK
7/8/2016,15.5,63.95,131.7,39.136,97.7,7.83,86.65,78.9,23.1,11.06,11.26,12.636,5.77,46.558,3.67,46.85,31.8,70.45,39.5,7.98,5.44,12.82,9.49,87.45,4.68,2.52,183.6,5.07,5.4,3.03,4.14,16.32,33.15,4.86,13.84,24.9,5.23,2.64,177,10.78,4.08,45.85,25.05,6.16,22.6,13.08,53.7,81.9,65.95,4.41
7/11/2016,15.84,64.25,132.6,39.591,100.1,7.99,88.1,79.35,23.35,11.34,11.5,12.818,5.81,47.106,3.73,47.6,31.7,70.45,40.4,7.88,5.44,12.94,9.59,88.7,4.52,2.55,185.1,5.19,5.57,3.09,4.24,16.54,33.8,5,14.16,25.35,5.31,2.69,180,10.88,4.22,46.2,25.5,6.25,23,13.36,54.2,82.6,65.5,4.42
7/12/2016,16.1,64.75,132.7,40.091,102.1,8.1,89.3,79.65,23.8,11.5,11.76,12.818,5.72,47.305,3.9,48.4,31.8,71.3,40.9,7.96,5.57,13.04,9.67,91.1,4.6,2.57,186.8,5.29,5.67,3.13,4.29,16.86,34.45,5.08,14.9,25.6,5.39,2.75,180.9,11.2,4.53,47.1,26.25,6.17,24,13.62,56.05,84.75,67,4.56
7/13/2016,15.98,64.8,133.4,40.136,103,8.12,89.35,79.2,24.05,11.5,12,12.709,5.78,48.402,3.74,48.65,32.1,72.15,41.4,7.97,5.53,12.94,9.82,91.3,4.62,2.54,188.2,5.36,5.78,3.11,4.31,17.04,34.95,5.1,15.1,25.8,5.41,2.76,181.2,11.18,4.53,47.15,26.55,6.2,24.1,13.72,55.5,85.95,66.35,4.5
7/14/2016,16.3,65.45,134.2,40.727,103.4,8.22,90.35,80,24.3,11.72,12.2,12.873,5.79,49.449,3.67,49.3,32.05,72.4,42.05,8.1,5.69,13.26,9.84,92.5,4.72,2.67,190.1,5.46,5.82,3.17,4.38,17.36,35.3,5.16,15.08,25.95,5.48,2.74,183.5,11.38,4.39,47.55,26.95,5.86,24.2,13.5,55.65,86.45,68.1,4.53
7/15/2016,16.4,67.9,134.3,40.409,105.7,8.35,91.1,80.45,24.25,11.68,12.32,12.873,6.06,50.446,3.72,49.6,31.4,72.4,42.1,8.11,5.63,13.32,9.83,93.2,4.74,2.73,189.8,5.41,5.8,3.18,4.34,17.68,36.6,5.13,15.32,25.8,5.47,2.67,184.8,11.58,4.46,48.05,26.85,5.87,24.15,13.5,55.65,87.05,67.85,4.64
7/18/2016,16.66,67.35,135.6,41,108.1,8.54,91.95,80.4,24.45,11.7,12.56,12.964,6.08,50.446,3.75,49.75,31.7,73,41.95,8.09,5.6,13.68,9.91,93.8,5.1,2.77,190.5,5.45,5.84,3.2,4.36,17.68,36.75,5.19,15.16,25.75,5.5,2.63,185,11.62,4.39,48.65,27.75,5.85,24.6,13.48,56,87.8,67.75,4.79
7/19/2016,16.44,67.25,135.6,40.727,107.4,8.55,91.45,81,24.25,11.7,12.2,12.982,6.67,50.346,3.79,49.5,32.15,73.2,42.25,7.88,5.62,13.7,9.8,93.5,5.05,2.73,189.5,5.39,5.72,3.17,4.33,17.54,36.1,5.17,15.1,25.65,5.4,2.6,183.3,11.44,4.33,48.85,27.55,5.82,24,13.2,56.05,87.85,67.8,4.83
7/20/2016,16.6,68.2,136.4,42.045,109,8.72,92,81.2,25,11.78,12.3,13.036,6.48,52.19,3.85,50.25,32.35,73.3,43.05,7.86,5.67,13.98,9.95,94.4,5.21,2.78,191.9,5.42,5.73,3.19,4.36,17.7,36.5,5.17,14.74,25.65,5.4,2.58,185.6,12,4.04,49.2,27.85,5.83,24.2,13.36,56.8,87.55,69.45,4.91
7/21/2016,16.92,68.5,137,42.364,109.7,8.87,93.4,81,25.1,11.8,12.36,13.055,6.34,52.739,3.87,50.45,32.7,74.85,42.75,8.13,5.71,14.02,9.96,98,5.27,2.86,191.5,5.4,5.67,3.18,4.38,17.74,36.5,5.2,14.74,26.25,5.38,2.61,184.6,11.96,4.02,49.3,27.65,5.89,24.15,13.2,57.15,89.2,70.3,4.85
7/22/2016,16.6,68.25,137,42.273,109.3,8.84,92.15,81.95,25.05,11.72,12.22,13.127,6.38,52.739,3.92,50.35,32,75.25,42.75,8.07,5.75,13.84,9.9,96.55,5.28,2.8,192.4,5.44,5.67,3.19,4.39,17.72,36.45,5.19,14.44,26.15,5.37,2.55,185.2,11.84,4.03,49.05,27.8,5.93,24.2,13.2,57,88.4,70.05,4.83
7/25/2016,16.64,67.9,135.7,42.227,109.8,8.94,91.85,83,25.6,11.78,12.28,13.109,6.31,52.938,3.92,50.25,31.95,74.65,42.7,8.09,5.7,13.86,9.94,97,5.13,2.78,191.9,5.35,5.69,3.2,4.38,17.6,36.3,5.2,14.48,25.95,5.35,2.6,188,11.8,4.04,49,28.35,5.94,24.65,13,57.2,88.8,69.2,4.9
7/26/2016,16.56,68.35,137.8,42.182,110.6,8.97,93.2,83.9,25.95,11.86,12.42,13.273,6.29,53.437,3.9,50.25,32,75.55,43.4,8.22,5.7,14.24,9.68,97.75,5.08,2.68,193.7,5.35,5.72,3.21,4.41,17.8,36.65,5.27,14.52,26.2,5.28,2.6,186.3,12.06,4.06,49.85,30.05,5.92,26.25,13.06,57.25,90.3,69.15,5.19
7/27/2016,16.72,68,138.7,42.364,110.8,8.93,93.4,82.2,26,11.98,12.42,13.291,6.31,52.838,3.92,50.6,31.85,75.3,43.45,8.32,5.63,14.04,9.73,97.9,5.12,2.66,193.7,5.31,5.77,3.25,4.45,18.1,37,5.32,14.6,25.95,5.37,2.58,189,12.18,3.95,49.65,30.55,5.91,25.85,13.26,57.25,91.35,70.3,5.05
7/28/2016,17.02,68.6,139.1,42.409,113.1,9.07,93.45,81.75,25.85,12,12.46,13.164,6.44,53.835,3.96,50.8,31.7,75.05,44,8.32,5.63,14.18,9.56,97.55,5.05,2.68,192.1,5.27,5.67,3.22,4.43,17.98,36.9,5.29,14.58,25.95,5.36,2.54,189,12.48,3.98,49.05,30.05,5.91,25.85,13.26,58.3,91.1,70.65,5.31
7/29/2016,16.8,68.6,138.5,42,111,9.02,92.7,80.8,25.45,11.72,12.6,13.091,6.22,53.287,3.88,50.55,31.5,75.95,43.9,8.27,5.65,13.84,9.28,95.65,5.02,2.64,191.5,5.2,5.51,3.19,4.39,17.68,36.2,5.23,14.82,25.5,5.26,2.5,186.5,12.36,4.09,48.05,29.6,5.86,25.8,12.96,57.9,90.8,72.4,5.1
8/1/2016,17.04,70.95,138.3,42.318,110.6,9.14,92.15,82,25.85,11.9,12.7,13.055,6.23,53.736,3.83,50.8,31.5,77.9,43.65,8.27,5.73,14.08,9.26,97.95,5.08,2.63,192.3,5.35,5.59,3.26,4.47,17.78,37.05,5.35,15.16,25.95,5.31,2.61,184.5,12.6,4.17,49,30.05,5.87,25.95,13.3,56.8,91.75,71.95,5.31
8/2/2016,17.04,70.95,138.3,42.318,110.6,9.14,92.15,82,25.85,11.9,12.7,13.055,6.23,53.736,3.83,50.8,31.5,77.9,43.65,8.27,5.73,14.08,9.26,97.95,5.08,2.63,192.3,5.35,5.59,3.26,4.47,17.78,37.05,5.35,15.16,25.95,5.31,2.61,184.5,12.6,4.17,49,30.05,5.87,25.95,13.3,56.8,91.75,71.95,5.31
8/3/2016,16.36,70.05,135.1,41.227,106.1,8.82,90,79,25.3,11.64,12.26,12.873,6.3,50.595,3.65,51.6,31.65,77,42.5,8.15,5.73,13.7,8.85,95.55,5.06,2.66,190.2,5.27,5.5,3.22,4.39,17.32,36.05,5.29,14.68,25.8,5.21,2.75,181.5,12.3,4.01,48.2,29.3,5.85,25.1,13.02,55.25,91.25,73.7,5.4
8/4/2016,16.42,69.4,133.6,41.5,107.7,8.94,90.15,78.55,25.35,11.74,12.36,12.982,6.25,50.745,3.64,53,31.6,76.75,43.2,8.08,5.75,13.44,9.12,95.05,5.09,2.64,191.5,5.26,5.52,3.22,4.41,17.34,36.15,5.29,14.68,25.6,5.23,2.76,182.6,12.28,4,48.1,29.6,5.86,25.25,12.92,54.65,91.65,72.65,5.48
8/5/2016,16.54,70.15,134,41.818,111,9.12,90.9,79.7,25.45,11.78,12.58,13.036,6.2,52.041,3.68,53.5,31.1,76.75,43.65,8.15,5.76,13.66,9.24,96.45,5.14,2.68,192.6,5.38,5.57,3.27,4.48,17.72,36.7,5.37,14.68,26,5.27,2.78,184.6,12.32,3.98,49.25,29.9,5.87,25.7,13.04,56.8,92.5,74.95,5.49
8/8/2016,17.2,70.5,135.3,42.682,111.9,9.36,91.65,80.7,26.05,12.02,12.94,13.236,6.31,53.038,3.83,54.5,31.95,77.4,43.8,8.35,5.74,13.8,9.26,97.7,5.45,2.74,194.9,5.44,5.56,3.31,4.56,18.14,37.55,5.48,14.94,26.65,5.31,2.82,188.8,12.6,4.16,49.6,30.6,5.9,26,13.22,57,94.15,75.15,5.69
8/9/2016,17.24,70.25,134.4,42.318,111.6,9.36,91.9,80.15,26.1,12.44,12.8,13.218,6.37,53.038,3.78,54.35,31.95,76.75,43.5,8.33,5.69,13.66,9.35,96.5,5.4,2.77,194,5.47,5.59,3.31,4.58,18.06,37.5,5.5,14.94,26.9,5.33,2.8,188.2,12.52,4.13,49.3,30.85,5.91,26.45,13.28,55.65,94.25,75.2,5.69
8/10/2016,16.92,69.6,134.6,42.455,110.7,9.26,91.65,80,26.05,12.3,12.64,13.182,6.28,52.041,3.8,54.75,31.8,77.65,41.9,8.25,5.73,13.7,9.36,96.05,5.38,2.65,192.1,5.54,5.58,3.3,4.64,18.08,37.25,5.53,14.96,27,5.31,2.79,188,12.54,4.16,49.1,32.45,5.93,27.35,13.54,56.15,93.95,75.3,5.44
8/11/2016,17.02,69.45,134.2,41.591,109.4,9.24,91.8,80.5,26.2,12.34,12.54,13.218,6.31,53.088,3.77,54.3,31.75,77,42.05,8.17,5.7,13.54,9.32,96.7,5.33,2.69,197.7,5.66,5.53,3.37,4.74,18.2,38.05,5.57,14.82,26.75,5.27,2.81,188.7,12.6,4,49.5,31.95,5.92,27.4,13.36,55.5,93.25,76.3,5.42
8/12/2016,17.18,68.95,134.6,41.955,111.3,9.35,93.1,80.8,26.4,12.5,12.7,13.273,6.39,54.334,3.87,54.6,31.75,77.45,42,8.36,5.3,13.72,9.62,99,5.4,2.58,197.1,5.69,5.59,3.4,4.79,18.62,39.05,5.7,15.12,26.8,5.34,2.81,187.8,13.26,4,49.35,32.7,5.98,28.1,13.48,54.9,95.75,76,5.59
8/15/2016,17,69.25,135.3,42.318,110.3,9.28,92.45,80.45,26.55,12.66,12.8,13.345,6.58,54.035,4,54.55,32.55,77.4,42.2,8.35,5.22,13.62,9.77,98.8,5.47,2.59,200.2,5.74,5.59,3.48,4.87,19.28,40.55,5.69,15.02,27.1,5.34,2.81,191.1,13.18,3.91,49.5,31.8,6.05,27.55,13.54,54.75,97.8,78.85,5.75
8/16/2016,17.26,68.55,136.2,42.045,108.4,9.28,92.7,80,26.4,12.66,12.86,13.273,6.55,54.284,4.07,54.2,31.5,77.15,42.7,8.39,5.14,13.5,9.79,98,5.44,2.65,200.6,5.74,5.68,3.47,4.85,19.34,40.1,5.69,15,26.9,5.39,2.85,195.4,13.14,3.9,48.6,31.65,6.09,27.75,13.34,56,97.8,79.3,5.75
8/17/2016,17.16,67.75,137,41.818,109.2,9.28,91.2,79.65,26.05,12.62,11.92,13.218,6.44,54.234,3.99,54.6,32.2,76.5,42.6,8.4,5.11,13.44,9.76,96.95,5.35,2.66,191.2,5.71,5.7,3.46,4.88,18.96,39.7,5.7,14.86,26.55,5.38,2.87,193,13.46,3.85,48.75,31.8,6.05,27.45,13.24,55.8,98.4,79.5,5.84
8/18/2016,17.68,67.85,137.3,42.091,110,9.59,89.4,79.35,26.15,12.68,11.34,13.164,6.51,54.483,4,55.2,32.05,76.45,43.1,9.05,5.12,13.72,9.76,98.45,5.47,2.68,191.6,5.74,5.63,3.47,4.9,19.04,40.7,5.71,14.38,26.75,5.34,2.85,203,13.64,3.72,48.75,31.8,5.93,27.4,13.2,56.1,98.15,80,5.55
8/19/2016,17.68,67,135.8,41.955,109.1,9.76,85.8,79.7,26.05,12.6,11.12,13.145,6.67,54.683,3.97,54.9,32,77,42.5,9.36,5.03,13.8,9.8,98.7,5.26,2.67,191.2,5.75,5.62,3.45,4.91,18.78,41.05,5.69,13.76,27,5.32,2.84,201.8,13.82,3.56,48.1,30.5,6.06,26.65,13.12,56.5,97.25,81.5,5.81
8/22/2016,17.78,67.45,135.7,42,110.1,9.77,85.35,79.15,26.3,12.66,11.12,13.255,6.44,54.533,3.92,55.15,32.6,76.95,42,9.24,4.97,13.74,9.74,97.85,5.25,2.62,191.7,5.79,5.6,3.45,4.96,18.56,40.8,5.77,13.8,26.85,5.31,2.85,204.8,13.5,3.61,48.3,31,5.87,26.65,13.18,56.5,98.05,81.75,5.76
8/23/2016,17.7,67.4,135.1,42.136,110.5,9.9,86.55,79.85,26.1,12.62,11.26,13.236,6.44,55.281,3.96,55.2,32.75,76.85,42.1,9.08,5.04,13.9,9.63,97.9,5.22,2.58,189.7,5.79,5.59,3.47,5,18.42,40.7,5.77,13.72,26.3,5.28,2.83,203.6,13.4,3.72,48.6,30.8,5.85,26.65,13.12,57.25,99,81,5.82
8/24/2016,17.7,67.1,135.2,41.909,108.8,9.75,85.9,79.25,26.1,12.64,11.14,13.164,6.44,55.829,3.94,55.2,33.6,76.3,42.15,9.08,5.02,13.84,9.61,97.35,5.18,2.59,189.1,5.74,5.59,3.41,4.9,18.28,39.9,5.72,13.7,26,5.27,2.85,201,13.38,3.72,48.4,30.5,5.84,25.8,13.02,56.15,98.8,81.95,5.75
8/25/2016,17.7,67.25,135.3,42.273,110.2,9.68,86,80.35,25.85,12.46,11.32,13.2,6.55,55.53,3.94,55.45,34,76.45,42.35,9.05,5.02,13.54,9.52,96.5,5.14,2.54,189.1,5.82,5.57,3.41,4.93,18.46,40,5.73,13.68,25.35,5.22,2.86,199.5,13.26,3.57,48.05,30.15,5.75,26.35,14.58,56.95,98,80.6,5.86
8/26/2016,17.7,67.4,135.2,42.045,111,9.7,86.35,81,26,12.56,11.22,13.255,6.58,54.932,3.8,55.9,33.75,75.4,42.45,9.12,5.04,13.42,9.62,96.25,5.18,2.64,188.6,5.77,5.62,3.41,4.94,19.08,40.1,5.76,13.72,25.45,5.26,2.86,200.4,13.58,3.56,48.4,30.7,5.73,26.45,15.42,56.5,98.75,82,6.07
8/29/2016,17.5,66.85,135.5,41.636,109,9.68,85.7,79.55,25.95,12.52,11.16,13.273,6.65,54.434,3.92,55.65,33,74.7,41.9,8.94,4.91,13.04,9.55,96.6,5.2,2.61,188,5.74,5.61,3.4,4.94,18.8,39.8,5.77,13.62,25.65,5.22,2.84,201.4,13.4,3.58,48.2,29.95,5.74,25.45,14.98,55.7,98.85,86.4,6.25
8/30/2016,17.74,65.9,136.6,41.727,109.5,9.69,85.8,80.1,26.1,12.46,11.12,13.327,6.71,55.082,3.93,56.2,32.8,74.75,41.95,8.94,4.89,13.2,9.53,96.85,5.25,2.65,190.1,5.81,5.66,3.45,4.99,18.84,40.4,5.91,13.94,26.05,5.24,2.87,204.8,13.5,3.72,48.8,31,5.79,25.5,14.82,55.7,99.15,89.5,6.37
8/31/2016,17.68,65.15,136.1,41.227,109.2,9.73,85.7,79.55,27.15,12.22,11.16,13.455,6.86,54.633,3.99,57.5,33,74.2,42.4,8.79,4.92,13.28,9.53,95.8,5.23,2.6,189.7,5.8,5.63,3.49,4.93,18.54,40.15,5.99,13.94,25.65,5.18,2.91,201.8,13.4,3.71,49.05,30.5,5.71,25.25,14.72,56.4,99.7,88.45,6.22
9/1/2016,17.78,65.7,135.5,41.364,109.3,9.75,86.2,79.9,27.6,12.12,11.22,13.364,6.97,54.135,4.06,59.1,34.05,75.05,42.35,8.93,5.01,13.22,9.42,94.6,5.34,2.58,190.2,5.9,5.56,3.55,4.97,18.66,40.9,6,14.22,25.75,5.14,2.89,202.6,13.8,3.85,49.45,32.45,5.65,27.3,15.42,56.65,99.55,87,6.39
9/2/2016,17.84,66.7,137,41.227,111.9,9.76,86.3,80,27.6,11.98,11.28,13.255,6.85,54.533,4,59,33.85,75.55,42.65,9.06,5.03,13.18,9.42,95.05,5.32,2.62,190.8,5.93,5.62,3.57,4.9,19.02,41.6,6.09,14.34,26.5,5.18,2.88,201.8,13.9,3.94,49.95,32.25,5.66,27.05,15.18,56.45,102.8,86.55,6.53
9/5/2016,18.18,67.1,137.4,41.864,117.1,10.04,87.1,80.15,28.15,12.1,11.44,13.291,6.95,55.431,4.09,59.95,35.4,76.1,42.8,9.23,5.01,13.66,9.62,96.05,5.42,2.65,194.4,5.99,5.68,3.65,4.98,19.32,41.85,6.27,14.48,26.9,5.24,2.88,210.2,13.98,3.88,50.4,33,5.7,27.2,15.28,57.25,103.2,86.55,6.69
9/6/2016,18.4,66.85,137.6,41.955,118.1,10.06,86.75,79.5,28.35,12.16,11.44,13.273,7,56.178,4.17,59.9,34.4,75.8,42.5,9.25,5.02,13.7,9.7,95.5,5.51,2.66,198.1,6.07,5.7,3.7,5.05,19.36,42.35,6.27,14.76,27,5.24,2.94,215,14.24,3.95,50.4,32.95,5.76,27.15,15.64,56.7,102.2,88,6.95
9/7/2016,18.44,67.6,138.5,41.818,118.1,10,86.4,80.2,28.35,12.22,11.34,13.255,6.91,55.181,4.21,59.05,33.6,76.45,42.75,9.16,4.97,13.72,9.72,94.45,5.45,2.69,198,6.01,5.7,3.7,5.06,20.15,42.8,6.25,14.4,27.15,5.23,2.91,213.2,14.18,3.78,50.8,33.05,5.77,27.35,15.62,57.25,102.1,87.6,6.95
9/8/2016,18.88,68.8,138.8,42.091,120.8,10.2,87.8,80.65,28.8,12.22,11.44,13.309,7,56.278,4.16,59.3,34.25,76.65,43.15,9.28,5.06,14.18,9.63,96.25,5.44,2.73,198.6,6.03,5.7,3.7,5.06,20.55,43.3,6.25,14.94,26.8,5.23,2.95,215,14.26,4.02,50.9,34.5,5.83,28.95,15.64,57.65,102.2,90.2,6.94
9/9/2016,19.1,68.75,140.4,43.091,120.9,10.34,87.3,81,29.35,12.44,11.4,13.455,6.95,57.125,4.15,59.8,33.3,76.7,43.85,9.39,5.06,14.34,9.69,98,5.45,2.7,209.6,6.1,5.57,3.72,5.06,21.4,43.05,6.25,14.78,27.45,5.22,2.96,213.8,14.7,3.94,51.3,35.2,5.9,29.45,15.26,57.4,102.3,86.6,6.78
9/12/2016,18.1,67.25,138.8,41.636,116.7,10.04,85.5,79.3,28.7,12,11.32,13.218,6.66,55.381,4.1,58.25,32.7,75.5,42.65,8.96,5,13.84,9.43,94.5,5.24,2.62,201,5.77,5.42,3.56,4.83,20.2,41.55,5.96,14.42,26.2,5.11,2.79,207,14.08,3.89,50.1,34.45,5.8,28.35,14.84,56,99.5,79.3,6.65
9/13/2016,17.7,66.7,138,41.136,116.4,9.93,85.2,78.45,28.6,11.86,11.1,13.055,6.7,55.53,4.03,58,31.75,74.8,42.25,8.98,4.92,13.72,9.48,95.75,5.18,2.61,198,5.77,5.36,3.52,4.81,20.15,41.1,5.89,14.36,25.95,5.04,2.78,208,14.1,3.87,49.95,33.75,5.81,28.05,14.92,55.75,99.25,80.7,6.67
9/14/2016,17.72,67,138.1,41.273,115.2,9.94,84.8,78.45,28.75,11.68,11.16,13.073,6.69,54.434,3.97,57.4,32.45,74.85,42.05,9.07,4.94,13.62,9.37,95.5,5.18,2.65,199.3,5.79,5.31,3.53,4.8,20.05,40.9,5.89,14.24,26.05,4.99,2.8,208.6,14.06,3.85,50.05,34.15,5.79,28.6,14.8,55.1,99.7,80.6,6.69
9/15/2016,17.68,67.9,138.8,41.227,115.2,10.02,84.8,78.7,29.05,11.66,11.16,13.327,6.74,55.63,4.1,58.35,32.3,75.4,42.1,9.05,4.97,13.68,9.3,94.5,5.18,2.62,203.6,5.81,5.28,3.55,4.82,20.6,41.4,5.94,14.16,25.55,4.96,2.77,209.8,14.22,3.87,50.35,35.95,5.8,30.15,14.74,55.8,99.85,83,6.79
9/16/2016,17.68,67.9,138.8,41.227,115.2,10.02,84.8,78.7,29.05,11.66,11.16,13.327,6.74,55.63,4.1,58.35,32.3,75.4,42.1,9.05,4.97,13.68,9.3,94.5,5.18,2.62,203.6,5.81,5.28,3.55,4.82,20.6,41.4,5.94,14.16,25.55,4.96,2.77,209.8,14.22,3.87,50.35,35.95,5.8,30.15,14.74,55.8,99.85,83,6.79
9/19/2016,18.28,67.85,139.7,42.045,117.4,10.22,85.4,79.6,27.65,11.7,11.24,13.4,6.77,56.378,4.1,58.65,33.45,75.8,42.35,9.21,4.92,14.1,9.29,95.35,5.23,2.62,204.2,5.89,5.33,3.61,4.92,21.5,42.25,6.05,14.38,26.25,4.99,2.81,209.4,14.42,3.89,51.25,34.3,5.84,29.9,14.3,55.8,101.2,84.2,6.97
9/20/2016,18.06,68.2,139.4,41.682,116.8,10.26,85.35,80.2,27.2,11.58,11.18,13.473,6.72,57.325,4.09,58.95,33.2,76.15,42.3,9.16,4.91,14.14,9.24,95.35,5.19,2.66,207.2,5.93,5.31,3.62,4.97,21.15,42.4,6.11,14.62,26.5,4.96,2.84,209,14.42,4,50.6,33.9,5.85,29.25,14.04,56.3,99.6,82.55,7.19
9/21/2016,17.68,67.85,139.6,42.227,118.7,10.3,84.85,79.85,27,11.54,11.14,13.491,7.01,57.574,4.07,59.4,33.25,76.35,42.25,9.1,4.91,13.9,9.35,96,5.23,2.65,208,5.98,5.39,3.67,5.03,21.35,42.65,6.18,14.82,27.2,5,2.83,211.2,14.16,3.99,50.75,34.25,5.87,29.65,13.96,55.35,99.7,81.85,7.13
9/22/2016,18.1,67.85,140,42.682,118.3,10.32,85.2,80.6,27.25,11.6,11.1,13.455,6.82,57.823,4.04,58.55,33.25,76.8,42.3,9.09,4.87,14.12,9.42,97.05,5.23,2.66,206.8,5.98,5.48,3.63,5.03,21.3,42.15,6.21,15.5,27.25,5.03,2.87,214.6,14.18,4.07,51.4,33.7,5.97,29.65,14.32,56.85,100.4,82.5,7.13
9/23/2016,17.9,69.2,139.2,42.636,118.6,10.34,85.25,80.25,26.8,11.46,11.06,13.509,6.69,58.272,3.99,58.05,32.2,76.85,42,9.48,4.88,14.08,9.45,96.35,5.25,2.64,205,5.93,5.49,3.57,4.88,20.95,41.5,6.25,15.28,27.25,5.06,2.86,218.2,13.92,4.1,51.8,33.4,5.98,29.2,14.5,56.85,100.3,81.45,7.02
9/26/2016,17.54,67.45,139.5,42.636,116.7,10.16,84,79.5,26.2,11.24,10.94,13.345,6.46,57.225,3.88,57.35,32,76.95,41.9,9.38,4.88,13.86,9.24,95.2,5.14,2.58,203,5.79,5.38,3.53,4.85,20.5,41,6.01,15.14,26.7,4.98,2.82,213,13.76,4.03,51.2,32.3,5.94,28.45,14.54,56.3,99.2,77.6,6.8
9/27/2016,17.84,68.05,139,42.727,118.5,10.22,84.3,80.25,26.45,11.2,10.98,13.455,6.51,57.424,4.04,58.1,32.25,76.75,42.6,9.44,4.9,14,9.3,95.1,5.19,2.58,205.4,5.86,5.48,3.6,4.97,20.8,41.35,6.11,15.22,27,5,2.81,215.8,13.84,3.98,51.9,33.3,5.96,28.9,14.6,57.2,99,78.55,7.05
9/28/2016,17.58,67.9,139.9,42.545,119.1,10.26,84.65,80.3,26.2,11.16,10.92,13.545,6.48,56.527,4.04,58.15,32.4,77.2,42.5,9.54,4.89,14,9.27,95.95,5.18,2.6,206.4,5.84,5.46,3.62,4.97,20.8,40.9,6.09,15.22,27.1,4.98,2.8,216.6,13.76,4,52.25,33.55,5.91,29.3,14.64,57.5,99.35,79.55,7.11
9/29/2016,17.8,67.65,140,42.682,118.5,10.22,84.5,80.15,26.4,11.32,10.92,13.582,6.53,56.677,4.04,58.15,31.75,77.35,43.1,9.55,4.84,13.8,9.74,96.2,5.18,2.58,206.8,5.89,5.68,3.61,4.99,20.7,41,6.11,15.8,26.8,5.13,2.85,217.6,13.66,4.3,52.55,34.2,6,29.85,14.9,57.05,99.7,80.5,7.09
9/30/2016,17.44,66.7,138.5,41.818,117.1,10.08,83.55,80.15,26.2,11.06,10.8,13.309,6.29,56.278,3.97,57.15,32,75.6,42.7,9.31,4.76,13.72,9.62,93.85,5.14,2.56,203.8,5.75,5.65,3.54,4.85,20,40.2,5.91,15.16,26.3,5.09,2.81,213,13.36,4.19,51.55,33.65,5.94,29.2,14.4,57,98.6,77.95,6.92
10/3/2016,17.66,67.1,139.5,42.091,116.9,10.1,84.75,80.3,26.25,11.16,10.86,13.345,6.59,56.677,4,58.05,31.75,76.1,42.8,9.47,4.86,14.1,9.75,95.65,5.18,2.62,205.8,5.82,5.69,3.55,4.91,20.25,40.7,5.97,15.38,25.8,5.12,2.86,216.8,13.46,4.12,52.5,34.25,5.94,30.05,14.84,57.9,99.45,79.95,7.08
10/4/2016,17.78,67.5,139.9,42.636,116.4,10.18,85.1,79.55,26.25,11.22,10.88,13.327,6.61,57.175,4.09,58.75,32.15,75.7,42.85,9.45,4.89,14.12,9.77,96.2,5.18,2.6,207.2,5.84,5.73,3.6,4.95,20.5,40.95,6.01,15.18,25.4,5.19,2.89,217.4,13.68,4.22,52.7,34.65,6,30.3,14.82,58,99.45,79.25,7.13
10/5/2016,17.78,66.75,139.6,42.364,116.2,10.1,84.8,79.1,26.3,11.4,10.82,13.364,6.62,57.275,4.04,59,31.9,74.75,42.95,9.47,4.87,14.1,10.14,97.05,5.18,2.58,207.4,5.86,5.85,3.6,4.96,20.65,41.25,6.02,15.34,25.6,5.35,2.94,217.4,13.78,4.29,53.35,34.9,6.16,30.6,14.9,56.75,99.25,79.15,7.17
10/6/2016,17.74,66,141.3,42.091,116.9,10.04,85.1,78.7,26.65,11.44,10.88,13.327,6.76,56.677,4.06,59.35,29.6,74.6,42.3,9.45,4.79,13.86,10.54,97.45,5.26,2.56,208.2,5.92,5.95,3.64,5,21.45,41.9,6.12,15.84,25.35,5.57,2.95,217.4,13.92,4.4,53.85,35.5,6.22,31.75,15.12,56.45,98.7,79.4,7.17
10/7/2016,17.7,65.05,141.4,41.955,117.2,10.06,84.2,78.5,26.55,11.4,10.88,13.327,6.68,56.328,3.94,58.95,30.05,73.2,42.7,9.41,4.75,13.82,10.34,96.45,5.2,2.57,208.8,5.92,5.93,3.63,5,21.5,41.8,6.06,15.94,25.05,5.52,2.98,216.2,13.8,4.4,53.95,34.8,6.17,31.2,14.88,56.3,98,79.15,7.17
10/10/2016,17.7,65.05,141.4,41.955,117.2,10.06,84.2,78.5,26.55,11.4,10.88,13.327,6.68,56.328,3.94,58.95,30.05,73.2,42.7,9.41,4.75,13.82,10.34,96.45,5.2,2.57,208.8,5.92,5.93,3.63,5,21.5,41.8,6.06,15.94,25.05,5.52,2.98,216.2,13.8,4.4,53.95,34.8,6.17,31.2,14.88,56.3,98,79.15,7.17
10/11/2016,17.18,63.15,139.6,41.364,114.5,9.78,83.05,77.35,25.95,11.22,10.74,13.345,6.58,55.431,3.85,58.95,30.2,71.45,42.1,9.94,4.75,13.38,10.38,95.25,5.15,2.57,206.8,5.78,5.85,3.57,4.91,21,41.15,5.94,15.74,24,5.55,2.9,215.8,13.52,4.38,53.1,35.2,6.14,32,14.84,55,95.4,77.95,7.55
