Date,101 HK,1038 HK,11 HK,12 HK,16 HK,17 HK,19 HK,2 HK,2388 HK,267 HK,293 HK,3 HK,330 HK,4 HK,494 HK,5 HK,551 HK,6 HK,66 HK,762 HK,8 HK,83 HK,883 HK,941 HK,992 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1898 HK,1299 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,2018 HK,175 HK
10/26/2017,18.36,68.85,187.9,50.9,129.2,11.72,76.95,79.7,38.3,11.46,13.16,14.78,4.66,26.878,3.97,76.9,30.2,67.6,45.15,11.18,4.27,13.9,10.1,78.05,4.6,2.43,218.2,6.77,5.63,3.94,6.14,24.95,67.25,5.95,18.62,25.95,4.95,6.72,347,14.54,3.66,59.4,37,7.25,52.6,21.75,66.35,99.95,136.3,25.15
10/27/2017,18.26,68.7,186.7,51.15,128.6,11.68,77.05,79.7,38.35,11.44,13.36,14.84,4.69,26.671,3.96,77.1,30.2,67.65,45.15,11.4,4.33,14,10.1,79.2,4.63,2.43,219.2,6.99,5.65,4.06,6.39,25.65,68.75,6.04,18.68,25.65,4.98,6.35,347.8,14.68,3.63,60,36.5,7.3,51.55,21.25,66.55,99.75,137.6,24.25
10/30/2017,18,68.15,185.6,50.6,127.7,11.62,76.8,79.6,38.35,11.4,13.36,14.82,4.69,26.634,3.97,76.85,30.05,67.6,45.3,11.22,4.31,13.22,10.48,78.95,4.57,2.44,217,6.93,5.72,4.03,6.31,25.8,68.05,5.97,18.72,25.35,5.09,6.03,349.6,14.7,3.59,59.4,36.5,7.25,51.8,21.85,65.8,98.7,141.4,23.55
10/31/2017,17.92,67.9,184.7,50.85,127.6,11.62,77.05,79.35,37.15,11.42,13.34,14.78,4.72,26.728,3.93,76.2,29.9,67.6,45.2,11.08,4.3,13.44,10.62,78.35,4.52,2.45,217.2,6.96,5.73,3.89,6.19,25.8,68.5,5.88,18.64,25.3,5.09,6.28,349.8,15,3.57,58.7,36.75,7.23,53.1,21.6,65.55,99.05,142.8,24.15
11/1/2017,18.02,67.7,185.6,51.85,129,11.76,77.25,79.4,37.3,11.5,13.36,14.84,4.62,26.973,4.01,76.65,30.65,67.4,45.2,11.46,4.3,13.62,10.6,79.4,4.58,2.48,221.2,6.95,5.74,3.87,6.26,27.7,70.3,5.85,18.62,25.45,5.11,6.08,360,14.86,3.53,60.15,38.3,7.14,55.3,21.55,64.35,99.45,144.5,24.25
11/2/2017,17.98,67.45,184.3,52,128.7,11.8,77.25,78.85,36.95,11.4,13.34,14.78,4.54,27.067,3.95,75.85,30.25,67.15,44.95,11.62,4.28,13.6,10.96,78.6,4.68,2.34,223.8,6.88,5.76,3.85,6.23,27.4,70.05,5.82,19.04,25.3,5.3,6.16,361.8,14.8,3.55,59.65,38.05,7.2,54.35,21.15,64,99.2,142.4,24.1
11/3/2017,17.98,68,184,52.9,128,11.98,77.4,79.3,36.8,11.46,13.2,14.8,4.7,28.159,3.85,75.6,30.75,67.5,44.85,11.78,4.3,13.66,10.86,78.85,4.55,2.34,224.2,6.85,5.74,3.84,6.25,27.25,70.7,5.83,19.36,25.1,5.28,6.02,368,14.74,3.51,60.25,37.85,7.16,53.95,21.3,65.1,99.15,139.7,24.2
11/6/2017,17.76,67.45,182.7,52.2,127.3,11.76,77.15,78.85,36.55,11.34,13,14.7,4.67,27.877,3.77,75.3,30.55,67.25,44.85,11.72,4.29,13.52,11.02,78.65,4.53,2.32,224,6.78,5.73,3.82,6.16,26.95,70.8,5.77,19.06,24.8,5.44,6,377,14.62,3.5,59.9,37.5,7.12,54.7,21.55,64.65,98.2,153.7,24.75
11/7/2017,17.76,67.9,186,52.8,128.8,11.78,77.5,78.95,36.85,11.4,12.68,14.72,4.38,28.423,3.78,75.8,31,67.45,45.2,12,4.28,13.86,11.14,79.1,4.52,2.33,228.4,6.81,5.94,3.83,6.25,27.1,71.7,5.82,19.04,25,5.58,6.12,391,14.64,3.52,60.5,38,7.27,55.8,21.7,66.4,99,156.5,26.15
11/8/2017,17.7,68.2,185.9,53.05,129.8,11.74,77.55,79.45,36.95,11.38,12.6,14.86,4.26,27.99,3.72,75.35,31.55,67.6,45.2,11.88,4.29,13.94,10.96,79.25,4.55,2.31,227,6.8,5.84,3.83,6.2,26.9,70.85,5.84,18.84,24.8,5.51,5.98,385.6,15.6,3.54,61.2,38.1,7.22,56.1,21.8,66.4,98.7,159.2,26
11/9/2017,17.82,67.95,186,53.2,129.3,11.72,77.1,79.65,37.25,11.44,12.42,14.82,4.26,28.291,3.67,75.85,32.3,67.4,45.2,11.9,4.27,13.98,11.12,79.65,4.57,2.32,230.4,6.88,5.85,3.86,6.27,27.5,73.45,5.84,19.9,24.75,5.56,5.78,387.8,15.66,3.59,61.25,37.8,7.25,56.5,21.25,69.1,98.7,163,26.2
11/10/2017,17.6,68,185.7,53.2,130,11.6,76.25,79.35,37.1,11.44,12.34,14.8,4.26,29.176,3.61,75.95,31.45,67.15,45,11.94,4.3,14.04,11.1,80.3,4.55,2.3,229.6,6.83,5.79,3.83,6.2,27.7,75.8,5.82,19.48,24.55,5.57,5.81,385.4,15.4,3.57,61.6,37.6,7.12,57.1,20.7,68.85,97.95,169.4,26.25
11/13/2017,17.36,68.15,184.7,52.75,126,11.54,75.25,79,36.8,11.44,12.22,14.74,4.15,28.404,3.61,75.65,31.9,66.8,45.15,12.18,4.3,14.06,11.06,79.55,4.5,2.3,235.4,6.79,5.72,3.83,6.17,27.15,75.55,5.85,19.8,24.35,5.49,5.6,387.6,15.16,3.56,65.3,37.4,6.84,56.45,21.05,68.6,97,179.2,26.5
11/14/2017,17.58,68.35,187.2,52.55,127.4,11.58,74.9,79.1,37.1,11.32,11.98,14.8,4.14,28.272,3.61,75.15,29.4,66.8,45.2,11.9,4.29,13.96,10.9,78.55,4.49,2.35,235.6,6.75,5.63,3.81,6.14,26.75,75.45,5.84,19.9,24.4,5.42,5.75,388,15.12,3.53,65.9,37.4,6.83,56.25,21.05,68.75,97,175.1,28.2
11/15/2017,17.52,68.4,187.1,52.45,127.4,11.52,74.8,79.95,37.35,11.26,11.98,14.82,4.13,27.5,3.6,75.1,29.3,67,45.15,11.74,4.3,14,10.58,78.55,4.46,2.37,230.4,6.68,5.51,3.78,6.04,26.25,73.75,5.77,19.74,24.1,5.25,5.7,383,15.36,3.51,64.6,36.7,6.75,55.5,20.55,68.7,98,170,27.25
11/16/2017,17.52,68.9,185.7,51.65,125.6,11.48,74.25,79.25,37.25,11.26,11.8,14.78,4.1,26.9,3.65,75.35,28.4,66.5,45.2,11.64,4.35,13.84,10.6,78.1,4.44,2.34,233.2,6.69,5.53,3.77,6.06,26.9,77.85,5.78,19.38,24,5.24,5.42,391.8,15.16,3.53,65.3,36.35,6.71,55.35,20.8,68.4,98.05,173.5,27.4
11/17/2017,17.44,68.2,185.8,52,126,11.4,74.65,79.35,37.15,11.18,11.92,14.8,4.08,25.5,3.66,75.25,28.45,66.5,45.35,11.66,4.33,13.8,10.6,78.15,4.44,2.36,233.8,6.81,5.48,3.78,6.19,26.85,78.85,5.82,19.08,23.85,5.2,5.35,403.4,15.14,3.49,65.9,36.25,6.62,55.7,20.5,69.2,98.25,173.3,27.45
11/20/2017,17.76,67.8,184.8,51.6,125.3,11.46,74.6,79.05,37,11.1,12.1,14.72,4.07,26.1,3.57,75.1,28.45,66.7,45.1,11.64,4.35,13.66,10.56,78.05,4.45,2.34,232,6.73,5.44,3.75,6.12,26.55,79.2,5.76,18.94,23.7,5.16,5.07,420,15,3.56,65.3,37.3,6.51,58,20.6,69.4,97.7,174.1,27.95
11/21/2017,17.72,67.45,184.5,51.45,126.4,11.66,74.05,79.2,37.5,11.22,12.2,14.76,4.04,25.9,3.52,75.6,28.5,66.6,45.05,11.72,4.37,13.64,10.62,78.3,4.41,2.33,244.8,6.9,5.49,3.82,6.23,27.35,86.2,5.8,19.18,24.15,5.19,5.25,430,15.12,3.56,68.1,37.2,6.42,58.2,21.4,68.55,97.8,176.8,28.95
11/22/2017,17.76,67.3,185.4,51.8,127.4,11.7,74.1,79.45,37.6,11.34,12.4,14.8,3.98,25.9,3.54,76.95,28.25,66.45,45.25,11.9,4.34,13.76,10.76,78.95,4.44,2.38,254.2,7.01,5.58,3.87,6.33,27.2,84.1,5.89,19.58,24.75,5.29,5.17,426.8,15.22,3.59,68.15,37.3,6.57,58.55,21.1,68.15,98.65,177,29.15
11/23/2017,17.84,67.15,186.1,52.1,129,11.4,74.35,80.15,37.35,11.36,12.34,14.88,3.97,25.8,3.49,76.15,27.7,66.9,45.25,11.78,4.41,13.86,10.8,79.05,4.47,2.42,248,6.9,5.6,3.82,6.16,26.7,80.9,5.86,19.58,24.5,5.3,5.48,419.6,15.34,3.64,67.5,37.15,6.61,57.65,21,68.85,99.1,169.5,28.35
11/24/2017,17.76,67,185.8,52.45,130,11.5,75.1,80.8,37.35,11.3,12.22,14.96,4.02,25.45,3.46,76.3,27.9,66.9,45.5,11.72,4.52,13.98,10.74,79.65,4.46,2.41,247,7.01,5.65,3.86,6.23,26.9,83.75,5.89,19.4,24.55,5.34,5.32,415.8,15.32,3.64,68.35,37.6,6.63,58.05,20.95,69.7,98.75,169.8,27.85
11/27/2017,17.84,67.35,186.5,52.3,129.5,11.34,75.3,81.5,37.1,11.2,12.14,15.12,3.99,25,3.45,76.8,28.2,66.9,45.65,11.5,4.56,13.98,10.72,79.55,4.45,2.39,240.8,6.95,5.67,3.84,6.18,26.6,81.5,5.85,19.6,24.5,5.35,5.28,411.4,15.2,3.61,67.8,37.55,6.67,58.6,20,69.5,98.05,165.1,27.4
11/28/2017,17.72,67.4,185.6,52.4,128.8,11.26,75.55,81.3,37.2,11.12,12.06,15.28,4,24.55,3.48,76.95,28.4,67.15,46,11.6,4.57,13.98,10.58,80.35,4.44,2.4,240.8,6.9,5.63,3.81,6.15,26.2,81.55,5.81,19.54,24.4,5.28,5.35,419.2,15,3.63,66.25,37.9,6.7,58.4,20.45,70,97.75,172.2,28
11/29/2017,18.34,67.15,189.9,51.65,128.2,11.26,75.3,81.2,38.9,11.06,11.98,15.28,4.11,24.55,3.46,78,28.05,67,45.95,11.52,4.61,13.86,10.8,80.05,4.44,2.41,240,6.88,5.6,3.8,6.15,26.05,80,5.81,19.54,24.7,5.24,5.26,411.6,14.92,3.65,65.95,38.4,6.78,57.95,20.5,70.35,97.35,166.6,27.95
11/30/2017,18.38,66.3,193,51,127.6,11.32,75.1,79.65,39.5,11.06,12,15.24,4.06,24.6,3.44,78,27.9,66.7,45.95,11.32,4.64,14.14,10.58,79.25,4.44,2.41,235.2,6.81,5.58,3.79,6.07,25.35,77,5.78,19.22,24.8,5.25,5.18,398,14.7,3.53,63.3,37.95,6.75,56.15,19.84,69.65,98.3,156.3,27.2
12/1/2017,18.76,66.75,192.7,50.55,127,11.22,75.95,79.95,39.4,11.04,11.82,15.4,4.05,25.5,3.47,77.9,28.15,66.8,46,11.4,4.58,14.1,10.7,78.8,4.41,2.41,235.6,6.81,5.51,3.81,6.08,25.3,75.5,5.79,19.42,24.9,5.24,5.13,385,14.64,3.5,63.2,38.55,6.8,57.4,19.98,70,99.2,153.4,27.5
12/4/2017,18.32,66.8,190.3,49.6,124.9,11.16,75.45,79.4,39.45,11,11.64,15.46,4.1,25.9,3.49,77.7,28.35,67,46.4,11.36,4.55,14,10.86,78.5,4.41,2.41,235,6.81,5.57,3.82,6.07,25.45,77.2,5.77,19.38,24.8,5.32,5.24,388.4,14.54,3.51,63.6,38.35,7,57.65,20.15,69.6,98.9,153.2,28.1
12/5/2017,18.36,67.2,188.1,49,123.3,11.12,75.7,78.7,39.1,11.04,11.48,15.5,4.03,26.5,3.61,77.35,28.45,67,46.55,11.2,4.56,13.62,10.92,78.35,4.4,2.4,228.8,6.78,5.58,3.82,6.02,25.25,76.2,5.79,19.66,24.8,5.31,5.19,376,14.64,3.47,62.6,37.95,6.94,56,20.1,69.35,98.95,149.8,27.4
12/6/2017,18.3,66.45,187.8,48.35,123,11,74.5,78.5,38.35,11,11.2,15.4,4.03,26.45,3.57,76.1,28.45,66.6,45.7,10.96,4.54,13.42,10.58,77.35,4.36,2.35,220,6.64,5.47,3.75,5.89,24.15,73,5.68,19.18,24.15,5.22,4.85,366,14.22,3.36,61.8,37.3,7.03,54.5,19.7,69.35,98.2,138.9,25.1
12/7/2017,18.3,67.2,188.1,48.35,121.8,11.02,73.55,78.45,38.65,10.94,11.28,15.32,3.97,26.45,3.55,76.25,28.5,67,46,10.72,4.53,13.26,10.5,76.6,4.31,2.34,223.4,6.65,5.47,3.75,5.89,24.2,74.75,5.63,18.88,23.9,5.15,4.76,378,13.9,3.35,60.8,38.05,7.16,56.15,19.66,69.1,97.9,143,24.45
12/8/2017,18.28,67.3,185.9,48.25,121.5,11.06,73.1,78.35,38.35,11.02,11.26,15.4,4.04,26.5,3.85,76.8,28.85,66.2,45.4,10.62,4.49,13.46,10.48,76,4.3,2.34,227.4,6.65,5.45,3.76,5.9,24.65,78.4,5.68,19.02,24.2,5.13,4.9,394,14.02,3.35,61.8,38.45,7.21,57.5,20.35,69.8,96.7,148.9,25.7
12/11/2017,18.36,66.75,187.7,48.3,122.8,11.16,72.6,77.85,38.75,10.98,11.54,15.28,4.06,26.5,3.99,78.3,28.65,65.95,45.6,10.64,4.55,13.4,10.6,75.9,4.3,2.3,231.4,6.69,5.5,3.76,5.96,24.85,81.35,5.72,19.2,24.1,5.15,4.99,405.4,14.14,3.4,62.65,39.65,7.18,58.6,21,69.9,96.4,153,26.05
12/12/2017,18.24,66.5,185.7,48.5,122.4,11.12,72.3,78.6,39.1,10.92,11.58,15.24,4.02,26.45,3.97,78.35,29.4,66,45.45,10.52,4.6,13.38,10.98,76.4,4.29,2.31,228.2,6.64,5.51,3.72,6,24.7,78.65,5.69,18.96,23.95,5.21,4.87,393.2,14.2,3.4,63.2,39.35,7.1,57.7,20.95,71.4,96.15,147.6,25.15
12/13/2017,18.66,66.75,190.4,49.35,123.5,11.24,73.35,79.1,40.3,11.04,11.84,15.26,4.06,26.4,3.95,79.95,28.8,66.1,45.6,10.78,4.6,13.62,11.1,76.8,4.31,2.31,229.4,6.93,5.57,3.82,6.2,24.75,79.5,5.82,19.16,23.95,5.41,4.94,395.6,14.16,3.46,63.45,41.35,7.13,61,21.45,69.85,96.2,145.9,25.5
12/14/2017,18.7,66.6,188.3,49.85,127.5,11.4,74.1,79,39.5,10.96,11.86,15.26,4.08,26.5,4.08,79.55,29.15,65.55,45.4,10.72,4.64,13.74,11.1,76.95,4.31,2.31,229,6.96,5.56,3.82,6.24,24.5,79.15,5.8,19.36,24.25,5.41,5.07,397.2,14.36,3.46,62.2,40.55,7.13,60.75,21.4,69.5,96.25,140.9,25.7
12/15/2017,18.46,65.8,185.7,49.85,125.7,11.24,73.05,79,38.85,10.84,11.94,15.18,4.18,26.6,4.43,78.55,29.3,65.3,45.45,10.6,4.62,13.54,10.9,76.8,4.31,2.34,226.4,6.9,5.48,3.77,6.14,23.95,77.4,5.75,19.12,23.95,5.36,5.04,389,14.14,3.4,61.95,40.65,7.18,61.85,21.5,69.6,95.9,139.4,24.95
12/18/2017,18.46,65.85,187.6,50.15,127.9,11.24,73,79.4,38.8,10.9,11.96,15.12,4.19,26.75,4.43,78.85,29.35,65.25,45.25,10.5,4.59,13.2,10.88,76.85,4.3,2.35,236,6.98,5.54,3.79,6.25,24.1,77.3,5.74,19.58,24,5.35,5.32,394.2,14.04,3.4,62.6,40.25,7.76,61.9,21.6,70.15,96.55,137.1,24.75
12/19/2017,18.5,66,188.7,50,128,11.18,73.2,79.6,38.85,10.84,12.18,15.1,4.2,26.25,4.22,79.35,29.7,65.25,45.3,10.48,4.56,13.3,10.9,76.85,4.36,2.35,233.2,7.01,5.58,3.8,6.28,24.55,80.55,5.73,19.56,24.05,5.42,5.39,401.2,14.14,3.4,63.15,40.05,8.06,62.1,21.65,71.05,96.55,140.6,25.2
12/20/2017,18.7,66.6,191,50.6,127.5,11.16,72.95,79.6,39.05,10.9,12.04,15.18,4.2,26.5,4.21,79.3,30.2,65.3,45.7,10.4,4.57,13.38,10.88,77.65,4.36,2.34,232.6,7,5.61,3.78,6.23,24.3,80.25,5.75,19.7,24.05,5.41,5.45,397.4,14.2,3.4,62.6,40.7,8.07,62.75,22.65,71.4,96.6,139.6,24.9
12/21/2017,18.62,66.05,190.8,50,126.6,11.24,72.15,79.3,39,10.96,12,15.1,4.17,26.35,4.25,79.55,30.4,65.3,45.3,10.46,4.62,13.34,10.94,77.4,4.42,2.35,235.8,7.04,5.71,3.79,6.25,24.65,82.5,5.74,19.94,24.15,5.44,5.55,399.8,14.24,3.43,63.1,40.25,8.28,63.1,22.25,70.6,96.5,142.5,25.5
12/22/2017,18.7,66.35,191.8,50.75,127,11.3,72.3,79.9,39,11.08,12.06,15.22,4.13,26.7,4.28,80,30.45,65.65,45.6,10.5,4.56,13.54,11.08,78,4.58,2.36,236,7.05,5.76,3.8,6.28,24.65,82.9,5.78,19.9,24.4,5.49,5.49,405.8,14.36,3.46,63.95,39.7,8.18,61.95,23.5,71.4,96.6,142.5,25.65
12/25/2017,18.7,66.35,191.8,50.75,127,11.3,72.3,79.9,39,11.08,12.06,15.22,4.13,26.7,4.28,80,30.45,65.65,45.6,10.5,4.56,13.54,11.08,78,4.58,2.36,236,7.05,5.76,3.8,6.28,24.65,82.9,5.78,19.9,24.4,5.49,5.49,405.8,14.36,3.46,63.95,39.7,8.18,61.95,23.5,71.4,96.6,142.5,25.65
12/26/2017,18.7,66.35,191.8,50.75,127,11.3,72.3,79.9,39,11.08,12.06,15.22,4.13,26.7,4.28,80,30.45,65.65,45.6,10.5,4.56,13.54,11.08,78,4.58,2.36,236,7.05,5.76,3.8,6.28,24.65,82.9,5.78,19.9,24.4,5.49,5.49,405.8,14.36,3.46,63.95,39.7,8.18,61.95,23.5,71.4,96.6,142.5,25.65
12/27/2017,18.74,66.9,192.5,50.8,129,11.48,72.5,79.9,39.35,11.14,12,15.24,4.17,26.55,4.31,79.8,30.6,65.85,45.65,10.56,4.54,13.7,11.28,78.4,4.51,2.36,236.6,7.11,5.77,3.81,6.25,24.35,80.9,5.77,20.35,24.65,5.52,5.6,401.2,14.38,3.54,64.5,39.65,8.12,61.65,23.6,72,96.55,137.3,25.8
12/28/2017,18.9,67,194.2,51.3,129.9,11.66,72.8,80.1,39.6,11.3,12.02,15.36,4.19,26.75,4.33,80,30.95,66,45.75,10.54,4.6,13.76,11.3,78.2,4.48,2.35,240,7.17,5.73,3.81,6.32,24.5,81.6,5.81,20.4,25.05,5.48,5.69,408.2,14.44,3.55,65.25,40.3,8.11,62,23.15,72.9,97.8,142.5,26.6
12/29/2017,19.1,67.15,194,51.5,130.4,11.74,72.35,79.95,39.6,11.28,12.12,15.32,4.18,27,4.29,79.95,30.7,65.95,45.8,10.56,4.54,13.84,11.22,79.25,4.41,2.38,239.8,7.2,5.73,3.84,6.29,24.55,81.35,5.8,20.25,25.15,5.45,5.59,406,14.56,3.53,66.65,40.35,8.14,62.7,23.25,72.45,98.1,139.4,27.1
